1. chair@2x.pngresized.png,310.83963,305.49454,-35.25948,310.649,292.28793,-62.68246,312.02832,291.13626,-62.56664,313.56674,289.99622,-62.70457,311.0771,292.2955,-23.012579,312.49042,291.30466,-23.008415,314.09598,290.47617,-23.029425,328.08896,284.6447,-134.46378,327.2974,286.02042,46.396355,321.08334,309.88715,-58.156414,321.4423,310.23865,-5.3771963,363.43567,308.08026,-220.3113,359.94376,313.17215,148.74075,294.0065,259.07147,-365.66736,310.74283,267.68668,212.5091,245.63924,199.325,-339.75873,271.70438,218.03328,68.94628,233.25407,179.9721,-382.28287,264.86713,202.13228,61.16816,237.0812,178.9639,-358.4246,265.373,197.24971,28.989538,240.77895,187.39874,-331.9838,268.2282,202.7773,49.487896,436.46817,465.83533,-123.87852,425.9754,461.20282,124.06641,355.90826,555.12616,-141.74843,363.21448,555.4738,144.06277,400.77646,644.32446,-20.541538,373.61703,650.7223,242.3603,418.71344,656.3922,-12.364062,388.59894,666.22815,248.11986,372.90482,667.90875,-49.324455,327.36087,678.13245,212.26147
10. 3935cb043ece7e76c0e054ed1fa6909a.pngresized.png,243.34956,135.81093,-18.573431,247.94244,125.68918,-39.70772,249.43126,125.85564,-39.552532,251.02246,125.98392,-39.628147,248.03632,124.40884,-13.936987,249.03772,123.71944,-13.981666,250.2278,123.15597,-14.049647,262.57806,129.27509,-94.47311,260.572,126.25586,22.025475,249.12021,145.67882,-35.34923,247.94975,144.13211,-1.2122502,271.70377,164.48764,-134.62389,284.58218,164.87733,91.32367,200.65184,115.20271,-200.00052,225.71767,121.09952,136.95448,157.6922,54.00119,-186.71274,180.30309,68.47824,64.09454,145.04869,36.213745,-217.9907,172.39706,49.77245,61.02193,150.72668,31.737862,-204.72237,169.84825,47.57064,40.34952,156.29123,40.54221,-183.60646,172.12003,55.5015,52.044758,355.7131,317.79633,-84.034645,357.6917,309.66016,84.24245,265.35403,387.67792,-81.45342,286.37387,375.53162,100.76506,301.01895,482.0997,-8.067276,301.98276,477.9194,168.35002,320.98343,493.2426,-2.1914384,321.9134,490.58466,171.96666,265.70023,506.32797,-15.798251,254.65651,518.2629,164.00305
12. chair%20pose%20shutterstock_133033220.pngresized.png,154.89876,108.1651,-24.187405,160.08002,103.06813,-34.186375,161.45969,103.40224,-34.138973,162.93509,103.71362,-34.211468,159.7255,102.79935,-17.405577,160.60707,102.82828,-17.436644,161.5742,102.9545,-17.392178,171.66066,106.551796,-66.74521,169.08331,106.31312,13.208769,158.98386,115.04372,-34.799477,158.65952,114.14724,-11.276949,182.74672,127.5108,-81.010475,182.51761,129.34515,41.342087,147.90436,84.43324,-120.41206,159.55647,93.22223,80.945114,127.74177,43.834396,-104.17668,140.02524,54.479977,33.858334,120.672066,31.465714,-126.97835,136.06265,42.988987,41.154297,123.941895,31.2174,-109.130325,133.63583,40.30076,20.345371,124.9413,35.596893,-98.78862,133.34767,44.144714,25.061924,248.49094,223.69386,-55.89424,243.87117,217.73889,56.119736,174.60226,265.63763,-63.632298,189.8784,254.89328,83.31817,197.58743,330.8828,-21.828613,194.56741,322.51144,128.1939,213.6768,334.16364,-18.622541,208.3218,329.12094,128.7081,172.72493,354.1928,-17.914604,162.43771,351.91055,133.75883
13. af2078559c060f0fe40809c32159dcd8.pngresized.png,560.83856,395.2678,-97.87242,576.8168,407.3811,-92.70647,578.8886,412.59183,-92.76966,581.262,418.02106,-92.89243,571.68976,395.72513,-50.864346,570.8866,393.44073,-50.66864,569.90845,391.31808,-50.64023,580.14435,446.17624,-55.79536,568.26666,408.934,142.73724,551.9755,418.86157,-87.52609,545.48267,404.46735,-30.72909,511.1685,548.8724,49.37038,486.2948,386.55652,67.92904,480.0754,653.07104,21.045563,489.9496,282.52365,20.064924,451.24872,748.07904,-116.40296,498.83636,176.62558,-15.85415,448.43216,771.1934,-134.63113,490.78894,138.15144,-35.29614,448.00494,772.72516,-188.13622,511.47147,139.71141,-49.924248,447.78925,765.1824,-145.14737,513.51715,152.30579,-37.855946,326.4244,565.7119,109.45089,293.48657,518.82996,-108.47399,445.47702,630.84265,106.71932,503.01578,599.5986,-225.58022,418.2856,760.44104,46.720703,430.57538,756.68726,-294.52332,387.15872,773.9421,37.41258,402.06845,775.92957,-304.21857,477.23456,830.27893,-10.576504,482.23935,821.596,-406.43427
13. utkatasana.pngresized.png,328.49136,162.59657,-49.33071,324.05432,153.64836,-41.547066,322.55246,153.49178,-41.4453,321.21045,153.37875,-41.555946,324.7124,154.04268,-66.50761,323.6471,153.68532,-66.46346,322.57245,153.49612,-66.50591,310.59933,157.25502,-7.3101854,311.56598,157.5871,-117.947754,321.655,171.94017,-36.292683,321.49042,171.65167,-68.042336,291.816,198.91968,40.600414,284.79535,190.71979,-169.16429,330.38025,138.81268,75.3668,320.38354,124.480194,-242.35306,342.93628,67.21307,-3.1711857,339.1165,56.365612,-223.01578,342.10284,47.51632,-17.323988,341.81955,35.717735,-250.0537,340.55392,43.6888,-23.029806,340.80734,36.83698,-237.29582,340.38547,51.27726,-11.550193,338.97937,45.55082,-219.20361,238.53575,332.3688,74.63286,227.60132,333.7511,-74.39707,279.13318,429.14545,77.00627,283.97424,434.36847,-81.92505,275.00095,513.6411,117.62113,268.8033,523.99005,-22.47519,263.60513,524.77356,119.69306,254.59775,535.3806,-19.208946,305.6698,540.1643,94.17295,293.35367,550.166,-48.78505
14. chair-pose-a.pngresized.png,245.92584,146.86713,-344.88312,251.45923,138.82109,-338.70712,254.77791,138.90614,-338.6951,258.1756,138.97043,-338.66022,241.74757,138.39992,-339.25,238.32942,137.92322,-339.1173,234.92671,137.62062,-339.11142,262.84225,140.5951,-254.70743,230.18935,138.71115,-255.21233,251.92923,153.17119,-310.2246,239.67578,152.18687,-310.35187,276.61017,158.12354,-216.00168,214.06125,164.42702,-176.69165,300.28836,123.183716,-325.3075,186.20203,138.70847,-284.88165,316.36783,64.34092,-388.4506,163.416,75.03954,-359.82324,324.61127,46.210842,-408.29196,151.59216,54.60183,-381.53787,322.23108,45.688107,-402.9915,156.22198,50.263466,-367.57336,318.77875,53.04803,-390.16495,161.33385,57.96167,-360.45844,267.56793,240.7963,-3.8709173,228.64774,244.65013,3.8164544,284.48544,301.02625,-189.17816,213.15735,313.53442,-186.56993,279.631,385.80057,-96.58582,215.80458,393.31073,-100.62394,275.3828,394.8501,-90.969925,220.68204,402.62228,-97.380714,280.6049,415.61697,-168.17293,208.15924,421.70242,-187.62451
14. yoga-chair-pose-meditation-utkatasana-512.pngresized.png,287.05948,131.1813,17.353529,285.69824,123.10153,27.691923,284.51538,123.01343,27.75032,283.49182,122.95744,27.725367,285.91522,122.28584,5.9156604,285.14053,121.2688,5.922281,284.26532,120.34625,5.701849,274.94275,124.9012,66.62623,275.6894,121.23628,-30.74005,280.93115,139.07773,32.088936,280.33435,137.41884,4.3705845,251.63495,164.21669,128.0354,250.39429,146.9471,-95.79289,309.37213,141.4049,216.81445,306.84003,113.14821,-160.31438,332.7845,105.17615,188.97745,328.27722,80.114105,-70.73362,335.002,94.467316,187.32124,333.3402,66.46065,-84.66653,332.50708,89.94255,172.94113,328.87433,67.36125,-71.92139,332.4214,94.70891,179.28902,326.4428,73.99538,-64.76011,181.06537,285.93283,76.54015,172.1528,285.3447,-76.60869,268.39526,351.56952,85.61776,277.67236,351.39172,-104.573166,260.3242,453.6112,157.31172,243.14941,465.43628,-43.09219,249.00002,466.6337,162.42258,225.03462,479.5318,-33.850372,278.6068,477.7696,136.45836,262.5376,492.49506,-37.01415
15. chair-pose.pngresized.png,149.82928,97.61281,-20.722588,149.66812,93.45746,-16.953228,149.00871,93.12268,-16.871502,148.40181,92.818474,-16.88993,150.14069,93.89188,-27.991161,149.824,93.64366,-27.98427,149.47963,93.45391,-28.036856,143.3229,92.25444,2.6429527,144.52959,93.20149,-47.17357,145.65306,99.780365,-12.718052,145.92273,99.81283,-27.043646,126.66589,101.55208,26.241158,130.56802,101.366234,-70.876595,148.78311,82.64198,37.74244,153.2409,80.95048,-113.41316,164.51053,57.144295,-3.435163,170.10678,55.605377,-107.36111,167.25275,49.089714,-8.1958,174.40294,47.237762,-120.92224,167.81047,48.555527,-15.8392515,171.87886,45.278328,-112.3267,167.414,51.90139,-9.062364,170.08191,48.415207,-104.45156,94.13008,151.08113,34.272648,93.122734,153.62392,-34.22528,123.15042,175.14343,48.49721,128.25906,179.14633,-39.15334,118.75854,211.68916,80.67326,119.93456,213.67982,3.09105,114.81277,216.9445,83.113815,115.043274,218.03552,7.828324,124.735504,221.28368,76.26925,122.97162,222.03758,3.854826
15. yoga-pose-101-utkatasana-or-chair-pose.pngresized.png,155.32912,129.41113,-18.518343,158.70117,123.03219,-25.167292,160.36235,122.275314,-25.06605,162.08629,121.4852,-25.082369,156.91742,124.43478,-10.480292,157.02908,124.62932,-10.466374,157.20155,124.93678,-10.463776,172.80179,122.5832,-39.4881,165.4446,127.55325,27.809109,163.19937,134.12689,-23.434252,160.22273,135.78833,-3.7194912,192.42209,139.0185,-61.08716,180.8928,153.95317,58.90342,167.63745,94.25489,-117.01564,154.20743,123.8764,97.625534,153.48843,50.21838,-117.337364,132.52779,92.94042,56.55306,152.10379,37.75348,-128.36266,129.63283,85.57968,55.282444,152.91547,37.89283,-126.28739,130.68336,82.44809,45.29608,153.03279,43.87562,-116.69581,131.94722,85.41508,50.81486,233.07819,229.7079,-45.19419,222.09581,234.37949,45.32388,177.75795,270.63773,-51.659557,179.20149,269.35608,59.9246,190.95874,325.60263,-23.026987,187.78923,323.319,88.413345,200.95288,333.08246,-21.428862,197.95778,330.6173,88.54937,169.58061,341.3204,-38.875225,163.20413,344.72333,77.137146
16. 12-copy.pngresized.png,121.49067,81.07634,-38.623745,124.62264,77.5764,-47.452778,125.373184,77.80702,-47.328068,126.18075,78.04121,-47.316097,124.73724,76.7954,-34.28093,125.322075,76.387215,-34.263294,125.92833,76.07302,-34.32451,132.09142,81.20805,-68.27123,131.2255,78.45832,-8.869188,124.38114,86.48128,-45.817955,123.8514,85.44238,-28.527235,140.41089,99.88315,-98.27831,133.13383,99.974724,15.0161085,129.54529,65.036835,-156.86359,127.428085,69.28159,19.036467,123.85358,26.71185,-176.45024,120.86986,37.534706,-23.778074,123.08463,16.101505,-193.30789,120.16483,29.266624,-31.636505,123.06159,16.57003,-189.00958,121.03494,28.088093,-38.39305,123.295135,20.830746,-176.83852,121.96129,30.82539,-29.68231,149.29526,172.18678,-40.58062,140.46999,172.02383,40.723995,131.92386,218.55525,-42.360825,128.12825,212.95476,36.796516,151.50731,248.17711,13.2541065,139.86679,245.0414,85.757866,159.75903,250.8858,18.192007,147.92729,250.07655,88.91503,140.9647,263.91898,0.87894714,121.078926,260.0869,77.33308
